Sentence,Readability,source,type,readability_confidence,aldi_score,aldi_label,ags_score,ags_label,art_id,artist_id,artist_name,art_title,writer,composer,verse_order,origin,dialect,corpus_version,word_count
"ومع أن هذه الكلمة ترتبط بسياسات الدول وأمور الحكومات فإن كلمة سياسة قد تستخدم أيضا للدلالة على تسيير أمور أي جماعة وقيادتها , ومعرفة كيفية التوفيق بين التوجهات الإنسانية المختلفة , والتفاعلات بين أفراد المجتمع الواحد , بما فيها التجمعات الدينية والأكاديميات والمنظمات .",15,barec,,1.0,0.0,low,0.367307,mid,,,,,,,,,,,
"وتعتمد أهميتها الفعلية لصحة الإنسان بشكل جوهري على تراكم الأدلة الواردة من الدراسات , والموجهة من خلال مبادئ علم الأوبئة , الذي يراقب عن كثب ويقيم ما يقع في الجماعات والمجتمعات السكانية الإنسانية .",15,barec,,1.0,0.0,low,0.370468,mid,,,,,,,,,,,
بدأت نشأة الحضارة العربية الإسلامية : ( أ ) منذ بداية التاريخ الإنساني ( ب ) من ظهور الإسلام ( ج ) منذ ولادة النبي صلى الله عليه وسلم,15,barec,,1.0,0.0,low,0.715648,high,,,,,,,,,,,
"وإن شئت فقل : حوادث يومك وأفكار ليلك ؛ حوادث تتوالى على الإنسان وتتناقلها الحواس , فتؤثر في العقل تأثيرا يجعل فيه تفكيرا يقف به تارة على الأرض , وأخرى يرتفع إلى السماء , وطورا يدخل به إلى نفسه ؛",15,barec,,1.0,0.0,low,0.325556,low,,,,,,,,,,,
"لذلك , يتعين علينا الافتراض بأن ال DNA اضطلع إلى حد بعيد بدور ناقل الجينات المستنسخة ذاتيا وبروتينات الإنزيمات التي يشفرها في آخر المطاف .",15,barec,,1.0,0.0,low,0.336241,mid,,,,,,,,,,,
يشمل التاريخ والجغرافيا والفلكلور والسكان والتقاليد والتعبير الثقافي في موجة التقدم للتوسع الأمريكي التي بدأت مع المستوطنات الاستعمارية الإنجليزية في بداية القرن السابع عشر وانتهت بالاعتراف بأراضي البر الرئيسي الأخيرة كولايات في عام 1912 .,15,barec,,1.0,0.0,low,0.668581,high,,,,,,,,,,,
"الرغبة الجنسية ( الدافع الجنسي ) , هي حالة نفسية تظهر في بداية السلوك الجنسي .",15,barec,,1.0,0.0,low,0.545235,mid,,,,,,,,,,,
عن دولة حرة عرباء شامخة,15,barec,,1.0,0.0,low,0.538381,mid,,,,,,,,,,,
فسألته : - ماذا تقرأ ؟,15,barec,,1.0,0.0,low,0.559807,mid,,,,,,,,,,,
س1 : تميز الخيال في البيتين الثاني والثالث : ( أ ) بالخيال المركب ( ب ) بالخيال الممتد ( ج ) بالتصوير الكلي ( د ) كل ماسبق,15,barec,,1.0,0.0,low,0.500784,mid,,,,,,,,,,,
ويسمى هذا اللوغاريتم أيضا باللوغاريتم النيبيري تكريما لعالم الرياضيات الاسكتلندي جون نابير الذي أنشأ أول الجداول اللوغاريتمية ( والتي ليست في الواقع جداول اللوغاريتمات الطبيعية ) .,15,barec,,1.0,0.0,low,0.485882,mid,,,,,,,,,,,
ورمت شباك لحاظها فإذا بها صادت فتى دنف الفؤاد نحيلا,15,barec,,1.0,0.07979,low,0.179396,low,,,,,,,,,,,
علوم القرآن والسنة النبوية لها متطلبات ينبغي مراعاتها : ( أ ) اللغة العربية ( ب ) الكيمياء ( ج ) الفقه,15,barec,,1.0,0.0,low,0.425233,mid,,,,,,,,,,,
والله في الآي الحكيم بلاغه,15,barec,,1.0,0.254755,low,0.328235,low,,,,,,,,,,,
تيمتني ببنان,15,barec,,1.0,0.011381,low,0.317787,low,,,,,,,,,,,
من هو الملك الفارسي الذي أنهى حكم الكلدانيين . . . . . . . . ( أ ) سرجون ( ب ) حمورابي ( ج ) شلمنصر ( د ) قورش الفارسي,15,barec,,1.0,0.020217,low,0.552171,mid,,,,,,,,,,,
"وقد أبرز ( الشمس ) وهي غير عاقل محسوس في صورة بشرية , فأعطاها صفات وخصائص الإنسان , وأكسبها حياة ؛",15,barec,,1.0,0.0,low,0.302135,low,,,,,,,,,,,
1223 ازدادت قوة المغول بعد نصرهم الحاسم بمعركة نهر كالكا على الروس السلاف وإبادتهم الجيش الروسي بالكامل بواسطة القائد سوبوتاي .,15,barec,,1.0,0.002291,low,0.438468,mid,,,,,,,,,,,
"فكانت جملة باسمك اللهم الجملة الأثيرة التي ابتدأ بها عرب الجاهلية مكاتباتهم ,",15,barec,,1.0,0.0,low,0.471668,mid,,,,,,,,,,,
أرى قبر نخام بخيل بماله كقبر غوي في البطالة مفسد,15,barec,,1.0,0.102741,low,0.289424,low,,,,,,,,,,,
"ونحن نظن أن المقولة الرئيسية التي سيخرج بها القارئ من هذا الكتاب أن الثقافة الشعبية هي في النتيجة فئة مفاهيمية فارغة , فئة يمكن ملؤها بطائفة متنوعة من الطرق المتناقضة غالبا , تبعا لسياق الاستعمال .",15,barec,,1.0,0.0,low,0.398819,mid,,,,,,,,,,,
"وراء هذا الكتاب هدف رئيسي هو حث القراء على التفكير الناقد في ذيوع تكنولوجيات المعلومات والاتصالات في المجتمعات المعاصرة , وكيفية تأثيرها على حياتنا اليومية .",15,barec,,1.0,0.0,low,0.417577,mid,,,,,,,,,,,
شعب البسالة في الكرامة معرق,15,barec,,1.0,0.085345,low,0.359874,mid,,,,,,,,,,,
"تختلف التمثيلات المستخدمة في الأنظمة الميكانيكية ذات الحركة الدورانية مثل المحركات الكهربائية ,",15,barec,,1.0,0.0,low,0.524604,mid,,,,,,,,,,,
وجمجمة مثل الفلاة كأنما وعى الملتقى منها إلى حرف مبرد,15,barec,,1.0,0.041566,low,0.292017,low,,,,,,,,,,,
"ينظم القانون , العلاقة بين العمال واصحاب العمل على اسس اقتصادية , مع مراعاة قواعد العدالة الاجتماعية .",15,barec,,1.0,0.0,low,0.550171,mid,,,,,,,,,,,
إن كل لوحة تنتمي إلى مدرسة فنية خاصة مثل المدرسة الرومانسية والتعبيرية والانطباعية والسريالية وغيرها .,15,barec,,1.0,0.0,low,0.466408,mid,,,,,,,,,,,
"ربما صاغ مصطلح "" فيلسوف ( محب الحكمة ) "" هو الفيلسوف وعالم الرياضيات فيثاغورس ( 570 - 495 قبل الميلاد ) .",15,barec,,1.0,0.0,low,0.581494,mid,,,,,,,,,,,
وكان علينا أيضا أن ننتظر إلى أن نصل إلى الثانوية العامة لنحفظ مقتطعات من الثلاثية وزقاق المدق ؛,15,barec,,1.0,0.0,low,0.42626,mid,,,,,,,,,,,
عيني لمعناك ذات الحسن عاشقة,15,barec,,1.0,0.112822,low,0.281426,low,,,,,,,,,,,
"وما زلنا ننتظر - بعد كل هذه السنوات - ظهور "" الحراك الإيجابي "" الذي تحدث عنه برنانكي .",15,barec,,1.0,0.000216,low,0.36128,mid,,,,,,,,,,,
س : ما هو العلم الذي أطلق عليه العرب علم الحجر ؟ ( أ ) علم الصيدلة ( ب ) علم الكيمياء ( ج ) علم الفيزياء,15,barec,,1.0,0.0,low,0.820172,high,,,,,,,,,,,
* من أمن للزمان خانه .,15,barec,,1.0,0.012654,low,0.604519,mid,,,,,,,,,,,
الناتج المحلي الإجمالي رقم واحد فحسب من مجموعة كاملة من حسابات الاقتصاد حسابات الدخل القومي .,15,barec,,1.0,0.0,low,0.64308,mid,,,,,,,,,,,
من المعلوم أنه خلال العاصفة الرعدية يحدث هناك فصل بين منطقتين مختلفتين في نمط الشحنة الكهربائية داخل السحابة ؛,15,barec,,1.0,0.0,low,0.303994,low,,,,,,,,,,,
"وكما هو متوقع , ساعدت الثقافة المؤسسية القائمة على السرية المحيطة بصناعة الطباعة المؤمنة تأمينا قويا على حجب ممارسات أعمال قلما تكون في الصالح العام , ومعايير أخلاقية أحيانا ما تكون مثار جدل .",15,barec,,1.0,0.0,low,0.441088,mid,,,,,,,,,,,
"3 "" طوبى للمساكين بالروح , لأن لهم ملكوت السماوات .",15,barec,,1.0,0.0,low,0.507961,mid,,,,,,,,,,,
المعركة التي انتهت بهزيمة الجيش الأموي وأدت الهزيمة إلى وضع حد التوسع الأموي تجاه غرب أوروبا ( أ ) ما وراء النهر ( ب ) معركة الزاب ( ج ) معركة الخازر ( د ) بلاط الشهداء,15,barec,,1.0,0.0,low,0.532858,mid,,,,,,,,,,,
من هو النبي الذي أقسم بحياته في القرآن الكريم ؟ ( أ ) ابراهيم عليه السلام ( ب ) عيسى عليه السلام ( ج ) موسى عليه السلام ( د ) محمد صلى الله عليه وسلم,15,barec,,1.0,0.001621,low,0.767719,high,,,,,,,,,,,
"ما الأساس الذي يدل عليه قول النبي : "" أنتم أعلم بأمور دنياكم "" ؟ ( أ ) الاعتماد على الثابت من السنة . ( ب ) سبب ورود الحديث . ( ج ) جمع النصوص في الموضوع الواحد . ( د ) مراعاة مقاصد الشريعة .",15,barec,,1.0,0.0,low,0.573518,mid,,,,,,,,,,,
"لكن إذا انتظرت ست دقائق في كل مرة , فسيبلغ إجمالي التوفير ٤ دولارات في الساعة , وهو ما لا يكافئ حتى الحد الأدنى للأجر , كما أنه سلوك غير عقلاني .",15,barec,,1.0,0.00301,low,0.531943,mid,,,,,,,,,,,
ذات القوام السمهري أخت الغزال,15,barec,,1.0,0.192532,low,0.400939,mid,,,,,,,,,,,
"تتميز بثنائية لغوية عربية / أمازيغية , ويفسرها المؤرخون بموجات الهجرة العربية التي رافقت المرحلة الإسلامية , إضافة للهجرات اللاحقة لمكونات عربية , اندمجت وتمزغت في الفضاء الريفي ,",15,barec,,1.0,0.0,low,0.371235,mid,,,,,,,,,,,
كأن جماجم الأبطال فيها وسوق بالأماعز يرتمينا,15,barec,,1.0,0.005048,low,0.233042,low,,,,,,,,,,,
كيف يزول التعارض بين ظاهر النصوص ؟ ( أ ) بمعرفة قطعي الثبوت والدلالة منها ( ب ) بفهم المقصد العام للشريعة من النص ( ج ) بالنظرة الشمولية للنصوص ذات الموضوع الواحد ( د ) بالرجوع للغة العربية لأنها لغة القرآن والسنة,15,barec,,1.0,0.0,low,0.434377,mid,,,,,,,,,,,
"ويعلق الناقد الأدبي جيمس وود , في سياق مختلف تماما , على مدى السهولة التي يستطيع بها بعض الكتاب إدخال شخصيات رواياتهم "" في موضعها السليم ضمن الأحداث "" بعبارة واحدة حاذقة .",15,barec,,1.0,0.0,low,0.343354,mid,,,,,,,,,,,
يجوز للقانون أن يحد من نطاق ممارسة الملكية الخاصة إذا كانت متطلبات التنمية الاقتصادية والاجتماعية تتطلب ذلك .,15,barec,,1.0,0.0,low,0.422833,mid,,,,,,,,,,,
"أعني أننا لم نعتد أن نأكل مرتين - كما تفعلين - لأنك تأكلين ثم تخزنين جزءا مما أكلته , في كرشك ( معدتك , والكرش - لذي الخف والظلف وكل مجتر - بمنزلة المعدة للإنسان ) لتجتريه وقتما تشائين . """,15,barec,,1.0,0.004529,low,0.386915,mid,,,,,,,,,,,
ألما تعلموا منا ومنكم كتائب يطعن ويرتمينا,15,barec,,1.0,0.399415,mid,0.289139,low,,,,,,,,,,,
"وفي تقديري أن مؤلف هذا الكتاب قد تمكن من إلقاء الضوء على رواية "" اللص والكلاب "" المفعمة بالرموز , والغنية بالدلالات السياسية والاجتماعية دون أن يسقط في فخ التسطيح المروج لفكرة القداسة النقية مقابل الدنس الخالص , وتلك مأثرة تضاف إلى رصيد جديته وجدته فيما كتب حتى الآن .",15,barec,,1.0,0.0,low,0.367005,mid,,,,,,,,,,,
"يقسم علماء الفسيولوجيا الوظائف العضوية إلى ثلاث طوائف : وظائف التغذية , وظائف الحس والحركة , ثم وظائف التناسل .",15,barec,,1.0,0.0,low,0.431471,mid,,,,,,,,,,,
وتمنى كونت توحيد كل الدراسات البشرية بما في ذلك التاريخ وعلم النفس والاقتصاد .,15,barec,,1.0,0.0,low,0.589403,mid,,,,,,,,,,,
واللهو لم يغنم بريئا حاليا بأرق من صفو عليه نطل,15,barec,,1.0,0.394081,mid,0.185352,low,,,,,,,,,,,
أحدد المقصود بالموارد الاقتصادية .,15,barec,,1.0,0.0,low,0.501129,mid,,,,,,,,,,,
حيث تلعب الصناعات التكنولوجية بها دورا محوريا في اقتصاد العالم .,15,barec,,1.0,0.0,low,0.556327,mid,,,,,,,,,,,
