Sentence,Readability,aldi_score,aldi_label,ags_score,ags_label
"حتى إذا حكم أربع سنوات , مل القواد حكمه , واضطروه على أن يخلع نفسه ثم قتلوه سنة ٢٥٢ , وولوا بعده المعتز بالله محمد بن المتوكل ,",13,0.117885,low,0.451621,mid
"وكان عاقلا حازما , أراد أن يستعيد للسلطان أبهته , فلم يمكنه القادة الأتراك ,",14,0.000000,low,0.242440,low
ومن أطرف ما يروى في هذا المقام ما حكاه ابن طباطبا في الفخري,17,0.042852,low,0.336904,mid
"قال : "" لم يكن بسيرته ورأيه وعقله بأس , إلا أن الأتراك كانوا قد استولوا منذ قتل المتوكل على المملكة , واستضعفوا الخلفاء ؛",14,0.000000,low,0.549098,mid
"فكان الخليفة في يدهم كالأسير , إن شاءوا أبقوه , وإن شاءوا خلعوه , وإن شاءوا قتلوه .",10,0.096117,low,0.396467,mid
"ولما جلس المعتز على سرير الخلافة , قعد خواصه وأحضروا المنجمين وقالوا لهم : انظروا كم يعيش وكم يبقى في الخلافة ؟",15,0.011675,low,0.366686,mid
"وكان بالمجلس بعض الظرفاء , فقال : أنا أعرف من هؤلاء بمقدار عمره وخلافته .",12,0.000000,low,0.446523,mid
فقالوا له : فكم تقول إنه يعيش وكم يملك ؟,10,0.000000,low,0.414598,mid
قال : مهما أراد الأتراك .,7,0.000000,low,0.356024,mid
"فلم يبق في المجلس إلا من ضحك . """,12,0.014122,low,0.212946,low
"وقد حاول المعتز بالله أن يتخذ حرسا من عنصر جديد غير الأتراك , لعلهم يقفون في وجههم ,",11,0.000000,low,0.339839,mid
"فاتخذ حرسا من المغاربة , وأمر بإسقاط اسمي وصيف وبغا من قوائم القادة , وكتب بذلك إلى الأقاليم ,",12,0.002065,low,0.352088,mid
"ولكنهم استطاعوا أن يتغلبوا عليه وتآمروا مع الجنود المغاربة على خلعه ,",10,0.002355,low,0.375458,mid
"فدخلوا عليه باب حجرته وهو مريض , قد أخذ الدواء ,",10,0.014730,low,0.306213,low
"ثم ولوا بعده المهتدي بالله محمد بن الواثق , وكان متدينا ناهجا على منهج الخلفاء الراشدين ,",12,0.000000,low,0.380339,mid
"ورووا عنه أنه قال ( كما في تاريخي النبراس , والفخري ) : إني أستحيي من الله ألا يكون في بني العباس مثل عمر بن عبد العزيز في بني أمية ,",14,0.000000,low,0.469988,mid
"وقد أراد أن يسير بالناس سيرة حسنة , ويعيد للخلافة مجدها , ويقضي على نفوذ الأتراك ,",14,0.000000,low,0.177909,low
"فأمر بقتل زعيمهم "" بايكباك "" التركي فلما قتل هاجت الأتراك , ووقعت الحرب بينهم وبين المغاربة , وقتل من الفريقين عدد كبير ,",11,0.001157,low,0.378632,mid
"واشتدت الفتنة حتى خرج المهتدي فيها والمصحف في عنقه , وهو يدعو الناس إلى نصرته والقضاء على الأتراك المتغلبين ,",12,0.000468,low,0.299726,low
"ولكن القائد "" طببغا "" أخا "" بايكباك "" استطاع أن يتغلب عليهم , وانهزم الخليفة والسيف في يده وجراحه تسيل دما ,",11,0.001505,low,0.388363,mid
فلحق به بعض الأتراك وقتلوه شر قتلة وولوا مكانه المعتمد بن المتوكل سنة ٢٥٦ وكان ضعيفا .,11,0.116045,low,0.346453,mid
"وفي تلك الأيام طمع أصحاب المطامع بالاستقلال بالأقاليم لما رأوا ما في العاصمة من الفوضى والاضطراب , فقويت في نفوسهم فكرة القيام بالثورات ؛",12,0.003190,low,0.248665,low
"ففي سنة ٢٤٩ ثار عمر بن يحيى بن الحسين بن زيد بن علي في الكوفة , واجتمعت إليه الزيدية ودعا إلى "" الرضا من آل محمد "" .",14,0.009027,low,0.517703,mid
"وفي سنة ٢٥٠ ثار الحسن بن زيد بن محمد بن إسماعيل بن الحسن بن زيد بن علي في طبرستان , فتملكها , كما تملك جرجان إلى سنة ٢٧٠ ,",14,0.007555,low,0.620496,mid
"ثم قام أخوه محمد بن زيد من بعده فضم إليه مملكة الديلم أيضا , وبقي يحكمها إلى أن قضى عليه السامانيون سنة ٢٨٧ .",14,0.012337,low,0.387888,mid
"وفي سنة ٢٥٥ كانت ثورة صاحب الزنج التي أقلقت بال الخليفة , وقلقلت أركان الدولة وكاد الثوار أن يفوزوا على جيش الخليفة ,",12,0.004455,low,0.365150,mid
"ولكن أخا الخليفة الموفق طلحة استطاع سنة ٢٧٠ه / ٨٨٣م أن يقضي على تلك الثورة التي دامت أكثر من أربع عشرة سنة , وتركت وراءها ويلات وآثارا مخيفة من التدمير والفساد .",12,0.000000,low,0.424385,mid
"ولما مات المعتمد بالله سنة ٢٧٩ه تولى الأمر المعتضد أحمد بن الموفق بن المتوكل , وكان فتى شجاعا نبيلا عاقلا حازما , ولكنه ولي الأمر والدنيا خراب والثغور مهملة ,",14,0.000000,low,0.432612,mid
"فقام قياما مرضيا , حتى عمرت مملكته , وكثرت الأموال وضبطت الثغور ,",12,0.014540,low,0.214564,low
"وكان قوي السياسة , شديدا على أهل الفساد , حاسما لمراد أطماع عساكره عن أذى الرعية . . .",13,0.000000,low,0.373309,mid
"وكانت أيامه أيام فتوق وخوارج كثيرين , منهم : عمرو بن الليث الصفار الذي كان قد عظم شأنه واستولى على أكثر بلاد العجم كما سنرى تفصيل ذلك بعد .",14,0.000000,low,0.412341,mid
كلمة عن حالة العميان في الزمنين الغابر والحاضر ونظرة في حالة عميان أوروبا ومصر,14,0.006536,low,0.507620,mid
كانت آراء الشعوب متفقة في العصور الخالية حتى أواخر القرن الثامن عشر على اعتبار العميان عالة على الهيئة الاجتماعية لا يمكن تثقيف عقولهم والانتفاع بمواهبهم العقلية وقواهم الجسدية .,15,0.000000,low,0.415376,mid
"ولم يقتصر الأمر على ذلك بل قد حملت تلك العقيدة بعض الشعوب إما على إهلاكهم منذ إصابتهم بالعمى , وإما على جعلهم أضحوكة في المنتديات والأسواق .",15,0.000000,low,0.319721,low
"وكان الفقراء منهم يلجئون إلى التكفف للقيام بأود معاشهم فيقضون عمرهم في ظلام البصيرة والبصر , ويموتون وبعضهم متشوق إلى العلم دون أن يجدوا إليه سبيلا .",15,0.000000,low,0.214773,low
"وجل ما أتاه بعض الأمم الراقية في مدنية القرون الوسطى أنها آوت العميان إلى ملاجئ مخصصة بجميع الفقراء ,",15,0.000000,low,0.264559,low
فكان فيها بضع عشرات يسيرة بالنسبة للمجموع لا يجدون فيها غير الغذاء والكساء .,12,0.000000,low,0.360229,mid
"ولقد أتيح لشرف الإنسانية وحظ العميان أن ظهر في القرن الثامن عشر نابغة إفرنسي يدعى فالنتين هواي Valentin Haüy تحركت في قلبه عواطف الشفقة نحو أولئك البؤساء عندما لاحظ حالتهم المنكرة , وتحقق الانتفاع بقواهم العقلية وباقي حواسهم على الرغم من فقد بصرهم , فآلى على نفسه أن يعلم قليلين منهم بواسطة حروف بارزة استنبطها .",16,0.001147,low,0.245913,low
"ولما رأى نتائج سعيه كللت بالنجاح شاد في باريس أول مدرسة للعميان ظهرت في العالم , فأمها في البداءة عدد قليل منهم ,",14,0.001872,low,0.300296,low
ثم ازداد طلابها شيئا فشيئا حتى وصل عددهم إلى ١٢٠ تلميذا تكون منهم المعهد الوطني لعميان فرنسا Institution Nationale des Jeunes Aveugles .,14,0.005894,low,0.393395,mid
وكان ذلك سنة ١٧٨٤ وهو تاريخ رقي العميان الأدبي والمادي .,15,0.000000,low,0.505452,mid
"ولما ظهرت الفوائد الجزيلة التي تجنى من تعليم العميان أدبيا واقتصاديا دعا إمبراطور روسيا وملك بروسيا إلى بلادهما فالانتين هواي , فأسس في البلادين سنة ١٨٠٦ مدارس للعميان على نمط مدرسة باريس .",13,0.028115,low,0.417184,mid
ومنذ ذلك العهد أخذ الاهتمام بتحسين حال العميان ينتشر في أوروبا وأميركا شيئا فشيئا حتى رأيناهم اليوم في الغرب بفضل العلم والإحسان فئة راقية في الهيئة الاجتماعية يمكنها أن تتثقف وتتعلم وتجتني ثمرات جدها ونشاطها .,14,0.000000,low,0.517955,mid
"وقد أنشئت لهذا الغرض مدارس وملاجئ ومصانع لعميان الجنسين النشيط واللطيف وفيها آلاف منهم ,",10,0.023772,low,0.382764,mid
"وأسست جمعيات خصوصية لحمايتهم ومساعدتهم اشترك فيها الملوك والأغنياء والفقراء ,",10,0.000000,low,0.472611,mid
